,PREDDEG,CONTROL,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,cluster,States
629,0.25,0.0,0.7167,0.4400921658986175,0.029505563015538076,0.33674898636196093,0.20775658097774527,0.46545000000000003,0.5043,0.831,3,CO
630,0.25,0.0,0.7167,0.4400921658986175,0.0492998273546902,0.36667895318835236,0.20775658097774527,0.46545000000000003,0.3289,0.3418,0,CO
631,0.75,0.5,0.6986,0.48502304147465436,0.02955352004603875,0.3215259859933653,0.23961274246459474,0.5807,0.5635,0.2602,2,CO
632,0.75,1.0,0.7167,0.4400921658986175,0.004328122002685593,0.3215259859933653,0.31613839770480184,0.4876,0.696,0.3632,2,CO
633,0.25,0.5,1.0,0.4400921658986175,6.594091693842318e-05,0.3215259859933653,0.20775658097774527,0.6667,0.5625,0.25,2,CO
634,0.75,0.0,0.9434,0.3467741935483871,0.026226501055054672,0.5008846295613711,0.20775658097774527,0.3306,0.5624,0.4132,3,CO
635,0.25,0.0,0.7167,0.4400921658986175,0.007097640514099367,0.3631772945079248,0.20775658097774527,0.46545000000000003,0.0,0.1916,0,CO
636,0.5,1.0,0.7167,0.4400921658986175,0.0048856224822558985,0.3215259859933653,0.15827494370592202,0.46545000000000003,0.7638,0.965,1,CO
637,0.5,1.0,0.7167,0.4400921658986175,0.003213121043544984,0.3215259859933653,0.15630893732783158,0.46545000000000003,0.5029,0.6353,4,CO
638,0.25,0.0,0.7167,0.4400921658986175,0.00783497985804719,0.3983044600073719,0.20775658097774527,0.46545000000000003,0.2306,0.4938,0,CO
639,0.25,1.0,0.7167,0.4400921658986175,0.0009651352388260119,0.3215259859933653,0.1464103238195389,0.46545000000000003,0.6853,0.7198,1,CO
640,0.75,0.0,0.932,0.39055299539170507,0.011725493957414157,0.5200147438260229,0.20775658097774527,0.4242,0.2279,0.3143,3,CO
641,0.75,0.5,0.6821,0.1889400921658986,0.007661135622482256,0.3215259859933653,0.2541749059860322,0.6063,0.7824,0.5811,2,CT
642,0.25,1.0,0.7167,0.4400921658986175,0.0007613178591981584,0.3215259859933653,0.18999394195709077,0.46545000000000003,0.5152,0.3091,4,CT
643,0.25,0.0,0.7167,0.4400921658986175,0.008152695185114137,0.22889789900479174,0.20775658097774527,0.46545000000000003,0.0723,0.379,0,CT
644,0.25,1.0,0.7167,0.4400921658986175,0.0031411854977939765,0.3215259859933653,0.29053459371106566,0.46545000000000003,0.6554,0.6713,1,CT
645,0.5,1.0,0.7167,0.4400921658986175,0.005017504316132745,0.3215259859933653,0.28732268794220855,0.2333,0.7628,0.5761,1,CT
646,0.25,0.5,0.7167,0.4400921658986175,0.0010250815269518512,0.3215259859933653,0.278007018185559,0.46545000000000003,1.0,0.3602,2,CT
647,0.75,0.5,0.6385,0.2960829493087558,0.016994772683675427,0.3215259859933653,0.2613874061289106,0.281,0.7347,0.4859,2,CT
648,0.75,0.0,0.6413,0.391705069124424,0.05702090926529829,0.578805750092149,0.20775658097774527,0.5191,0.5918,0.3335,3,CT
649,0.75,0.0,0.7167,0.4400921658986175,0.008818098983310953,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.337,0.2597,3,CT
650,0.25,1.0,0.7167,0.4400921658986175,0.0018223671590255131,0.3215259859933653,0.20489901356773008,0.46545000000000003,0.9212,0.3807,1,CT
651,0.75,0.5,0.3585,0.4400921658986175,0.01125791291003261,0.3215259859933653,0.35765313703750273,0.8354,0.3998,0.1298,2,CT
652,0.25,1.0,0.7167,0.4400921658986175,0.0009051889507001727,0.3215259859933653,0.2485740738624024,0.46545000000000003,0.6192,0.4895,4,CT
653,0.25,1.0,0.7167,0.4400921658986175,0.0017863993861500097,0.3215259859933653,0.26705681987038077,0.46545000000000003,0.7891,0.6709,1,CT
654,0.75,0.0,0.5321,0.6324884792626728,0.10600901592173413,0.713674898636196,0.20775658097774527,0.8323,0.5013,0.2088,3,CT
655,0.5,0.5,0.7167,0.4400921658986175,0.01959644158833685,0.3215259859933653,0.23990992947523632,0.2885,0.842,0.5433,2,CT
656,0.25,1.0,0.7167,0.4400921658986175,0.003926481872242471,0.3215259859933653,0.19958393818510178,0.46545000000000003,0.8176,0.5396,1,CT
657,0.75,0.0,0.6453,0.4043778801843318,0.02949357375791291,0.674345742720236,0.20775658097774527,0.508,0.6099,0.2644,3,CT
658,0.75,0.5,0.7116,0.4400921658986175,0.022306013811624784,0.3215259859933653,0.40153394218569616,0.8207,0.5112,0.1531,2,CT
659,0.25,1.0,0.7167,0.4400921658986175,0.0009351620947630922,0.3215259859933653,0.20175568941671335,0.46545000000000003,0.5063,0.2427,4,CT
660,0.5,0.0,0.7167,0.4400921658986175,0.022371954728563206,0.309178031699226,0.20775658097774527,0.46545000000000003,0.0608,0.5394,0,CT
661,1.0,0.5,0.412,0.8064516129032258,0.0025926769614425475,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5926,0.5165,2,CT
662,0.25,1.0,0.7167,0.4400921658986175,0.0019602436217149434,0.3215259859933653,0.15637751894567192,0.46545000000000003,0.8458,0.749,1,CT
663,1.0,0.5,0.7167,0.4400921658986175,0.0025926769614425475,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5926,0.5165,2,CT
664,0.75,0.5,0.6173,0.44585253456221197,0.030129004412046807,0.3215259859933653,0.3321293449312469,0.5871,0.6656,0.264,2,CT
665,0.75,0.5,0.7167,0.4400921658986175,0.0002877421830040284,0.3215259859933653,0.16387577582955182,0.2,0.3333,0.2407,2,CT
666,0.5,0.0,0.7167,0.4400921658986175,0.031699597160943796,0.20589753040914116,0.20775658097774527,0.46545000000000003,0.0425,0.466,0,CT
667,0.5,1.0,0.7167,0.4400921658986175,0.00037166698638020336,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.8456,0.7684,1,CT
668,0.75,0.5,0.8537,0.4400921658986175,0.0004615864185689622,0.3215259859933653,0.2738578303062169,0.9091,0.7215,0.4051,2,CT
669,0.5,0.0,0.7167,0.4400921658986175,0.04060162094763092,0.1566531514928124,0.20775658097774527,0.46545000000000003,0.0191,0.3743,0,CT
670,0.5,0.0,0.7167,0.4400921658986175,0.03972640514099367,0.223958717287136,0.20775658097774527,0.46545000000000003,0.0628,0.3947,0,CT
671,0.5,0.0,0.7167,0.4400921658986175,0.014405093036639172,0.1566531514928124,0.20775658097774527,0.46545000000000003,0.0539,0.6287,0,CT
672,0.75,0.5,0.5766,0.4400921658986175,0.004807692307692308,0.3215259859933653,0.32578554528101317,0.403,0.6923,0.338,2,CT
673,0.5,0.0,0.7167,0.4400921658986175,0.026280452714367925,0.16391448580906745,0.20775658097774527,0.46545000000000003,0.0695,0.4295,0,CT
674,0.25,1.0,0.7167,0.4400921658986175,0.002787502397851525,0.3215259859933653,0.20421319738932642,0.46545000000000003,0.7702,0.6553,1,CT
675,0.25,1.0,0.7167,0.4400921658986175,0.0018103779014003454,0.3215259859933653,0.11487420988261113,0.46545000000000003,0.8828,0.889,1,CT
676,0.75,0.5,0.7441,0.423963133640553,0.028528438519086898,0.3215259859933653,0.34770880245064983,0.5443,0.7151,0.2583,2,CT
677,0.25,1.0,0.7167,0.4400921658986175,0.0017684154997122579,0.3215259859933653,0.23986420839667608,0.46545000000000003,0.7287,0.2996,4,CT
678,0.5,0.0,0.7167,0.4400921658986175,0.030770429694993287,0.3091043125691117,0.20775658097774527,0.46545000000000003,0.0044,0.3354,0,CT
679,0.5,0.0,0.7167,0.4400921658986175,0.007391377325915979,0.17681533357906376,0.20775658097774527,0.46545000000000003,0.0176,0.3647,0,CT
680,0.75,1.0,0.7167,0.4400921658986175,0.0008212641473239977,0.3215259859933653,0.14939362419559477,0.5882,0.6094,0.2969,2,CT
681,0.25,1.0,0.7167,0.4400921658986175,0.003015298292729714,0.3215259859933653,0.1758661286819756,0.46545000000000003,0.6114,0.4952,4,CT
682,0.25,1.0,0.7167,0.4400921658986175,0.01576587377709572,0.3215259859933653,0.2796758375530079,0.46545000000000003,0.7794,0.6312,1,CT
683,0.75,1.0,0.8302,0.22926267281105991,0.039660464224055246,0.3215259859933653,0.4272291883365529,0.3583,0.5312,0.4313,2,CT
684,0.5,0.0,0.7167,0.4400921658986175,0.010766353347400729,0.23265757464061923,0.20775658097774527,0.46545000000000003,0.0,0.4857,0,CT
685,0.75,0.5,0.6722,0.5023041474654378,0.038881162478419336,0.3215259859933653,0.40092813789477294,0.7627,0.6188,0.1429,2,CT
686,0.75,0.5,0.7624,0.4400921658986175,0.026430318434682524,0.3215259859933653,0.4006766719626916,0.6977,0.706,0.15,2,CT
687,0.75,0.5,0.857,0.3271889400921659,0.005820784577018991,0.3215259859933653,0.28329923302890714,0.5212,0.7711,0.3687,2,CT
688,0.5,0.0,0.7167,0.4400921658986175,0.04361092461154805,0.2541098415038703,0.20775658097774527,0.46545000000000003,0.0415,0.4556,0,CT
689,0.5,0.5,0.7167,0.4400921658986175,0.00462785344331479,0.3215259859933653,0.19728645398744957,0.8333,0.6092,0.2573,2,CT
690,0.75,0.0,0.7542,0.29377880184331795,0.04949765010550547,0.5411352746037597,0.20775658097774527,0.4944,0.6169,0.3462,3,CT
691,0.25,1.0,0.7167,0.4400921658986175,0.0025297333589104163,0.3215259859933653,0.22181581263502007,0.46545000000000003,0.6903,0.7825,1,CT
692,1.0,1.0,0.7167,0.4400921658986175,0.0025926769614425475,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5926,0.5165,2,NY
693,0.75,0.5,0.3178,0.6612903225806451,0.013421973911375408,0.3215259859933653,0.30102758124064144,0.8628,0.1173,0.116,2,CT
694,0.5,0.0,0.7167,0.4400921658986175,0.02266569154037982,0.24850718761518614,0.20775658097774527,0.46545000000000003,0.0465,0.3458,0,CT
695,0.75,0.5,0.2092,0.8306451612903226,0.017312488010742373,0.3215259859933653,0.279321499194166,0.9154,0.3615,0.1837,2,CT
696,0.75,0.0,0.6549,0.4400921658986175,0.031076155764435065,0.5821968300774051,0.20775658097774527,0.4447,0.5673,0.2835,3,CT
697,0.0,0.5,0.7167,0.4400921658986175,0.0025926769614425475,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5926,0.5165,4,CT
698,0.75,0.5,0.0705,0.9573732718894009,0.03250287742183004,0.3215259859933653,0.1904282922034131,0.9779,0.0969,0.1273,2,CT
699,0.25,0.5,0.7167,0.4400921658986175,0.00032970458469211585,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5,0.5,4,DE
700,0.25,1.0,0.7167,0.4400921658986175,0.003824573182428544,0.3215259859933653,0.23814966795066694,0.46545000000000003,0.5299,0.5314,4,DE
701,0.5,0.0,0.7167,0.4400921658986175,0.023846633416458853,0.16461481754515297,0.20775658097774527,0.46545000000000003,0.1494,0.4808,0,DE
702,0.5,0.0,0.7167,0.4400921658986175,0.017126654517552273,0.18341319572429046,0.20775658097774527,0.46545000000000003,0.2051,0.4437,0,DE
703,0.5,0.0,0.7167,0.4400921658986175,0.03891713025129484,0.1803907113896056,0.20775658097774527,0.46545000000000003,0.1531,0.325,0,DE
704,0.75,0.0,0.4168,0.25806451612903225,0.022294024553999616,0.4825654257279764,0.20775658097774527,0.3717,0.7236,0.5034,3,DE
705,0.75,0.0,0.6468,0.5898617511520737,0.1062787742183004,0.5871360117950608,0.20775658097774527,0.8001,0.4917,0.1192,3,DE
706,0.75,0.5,0.5231,0.4400921658986175,0.0032850565892959907,0.3215259859933653,0.22205584829746133,0.4255,0.568,0.3149,2,DE
707,0.25,1.0,0.7167,0.4400921658986175,0.000875215806637253,0.3215259859933653,0.1864276978293918,0.46545000000000003,0.52,0.5422,4,DE
708,0.75,0.5,0.625,0.20161290322580644,0.008878045271436793,0.3215259859933653,0.25534079348931843,0.2178,0.8011,0.4955,2,DE
709,0.75,0.5,0.7167,0.4400921658986175,0.050804479186648765,0.3215259859933653,0.17051676249042716,0.3897,0.4817,0.3272,2,DE
710,0.75,0.5,0.4312,0.6820276497695853,0.040937320161135625,0.3215259859933653,0.38124521357458824,0.7989,0.4603,0.1565,2,DC
711,0.75,0.5,0.6007,0.5207373271889401,0.02182644350661807,0.3215259859933653,0.38866345857098766,0.6852,0.5693,0.1232,2,DC
712,0.75,0.5,0.2712,0.4400921658986175,0.0016485229234605794,0.3215259859933653,0.3240938653742842,0.5273,0.5337,0.285,2,DC
713,0.75,0.0,0.7167,0.4400921658986175,0.026897899482064072,0.5670475488389237,0.20775658097774527,0.1605,0.4241,0.4917,3,DC
714,1.0,0.5,0.7167,0.4400921658986175,0.0025926769614425475,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5926,0.5165,2,DC
715,0.75,0.5,0.6558,0.20161290322580644,0.006312344139650873,0.3215259859933653,0.13397419045115275,0.4828,0.4199,0.4763,2,DC
716,0.75,0.5,0.3308,0.7269585253456221,0.060671638212161906,0.3215259859933653,0.34431401236755177,0.8083,0.4048,0.1356,2,DC
717,0.75,0.5,0.1697,0.8433179723502304,0.04352699980817188,0.3215259859933653,0.31682421388320553,0.9245,0.2823,0.1325,2,DC
718,0.75,0.5,0.493,0.478110599078341,0.041093180510262804,0.3215259859933653,0.2599243316149828,0.6065,0.6253,0.4494,2,DC
719,0.25,1.0,0.7167,0.4400921658986175,0.008230625359677729,0.3215259859933653,0.21362030930309647,0.46545000000000003,0.4297,0.6856,4,VA
720,0.75,1.0,0.7167,0.4400921658986175,0.0052213216957605986,0.3215259859933653,0.20775658097774527,0.1667,0.7226,0.5387,1,DC
721,0.25,0.5,0.75,0.4400921658986175,0.00022180126606560522,0.3215259859933653,0.13342553750842984,0.46545000000000003,0.6111,0.3056,2,DC
722,0.75,0.5,0.5231,0.4400921658986175,0.010850278150776905,0.3215259859933653,0.16388720609919188,0.3394,0.7873,0.6483,2,DC
724,0.25,1.0,0.7167,0.4400921658986175,0.0041302992518703245,0.3215259859933653,0.3348954701841416,0.46545000000000003,0.5821,0.6087,4,FL
725,0.5,1.0,0.7167,0.4400921658986175,0.011533665835411471,0.3215259859933653,0.28759701441357,0.4293,0.7892,0.6043,1,FL
726,0.25,0.0,0.7167,0.4400921658986175,0.0054071551889507,0.2521562845558422,0.20775658097774527,0.46545000000000003,0.0,0.127,0,FL
727,0.75,0.5,0.4257,0.45622119815668205,0.0029913197774793783,0.3215259859933653,0.11067930092470882,0.3684,0.6105,0.6292,2,FL
728,0.75,0.5,0.4678,0.30414746543778803,0.025680989833109534,0.3215259859933653,0.22913118520465897,0.3729,0.7424,0.5181,2,FL
729,1.0,1.0,0.7167,0.4400921658986175,0.0025926769614425475,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.5926,0.5165,2,FL
730,0.75,0.5,0.666,0.16820276497695852,0.022318003069249952,0.3215259859933653,0.19401739687039218,0.5505,0.9369,0.7762,2,FL
731,0.75,0.5,0.776,0.315668202764977,0.010382697103395358,0.3215259859933653,0.37709602569524614,0.4128,0.3005,0.2004,2,FL
732,0.25,1.0,0.7167,0.4400921658986175,0.0007733071168233263,0.3215259859933653,0.14357561694880383,0.46545000000000003,0.2652,0.4783,4,FL
733,0.25,0.0,0.7167,0.4400921658986175,0.0008332534049491655,0.13623295245116107,0.20775658097774527,0.46545000000000003,0.0,0.3444,0,FL
734,0.5,0.0,0.7167,0.4400921658986175,0.07634759255706887,0.25374124585329894,0.20775658097774527,0.4493,0.205,0.3662,0,FL
735,0.5,0.0,0.7167,0.4400921658986175,0.23476165355841166,0.3028750460744563,0.20775658097774527,0.3185,0.1764,0.5013,0,FL
736,0.25,1.0,0.7167,0.4400921658986175,0.00035368309994245154,0.3215259859933653,0.3115777201184176,0.46545000000000003,0.5547,0.5057,4,FL
737,0.75,0.5,0.3621,0.4400921658986175,0.0015765873777095721,0.3215259859933653,0.17427732120200715,0.1739,0.7205,0.6273,2,FL
738,0.5,0.0,0.7167,0.4400921658986175,0.04263979474390946,0.2945079248064873,0.20775658097774527,0.4439,0.4125,0.5431,3,FL
739,0.75,0.5,0.4172,0.35023041474654376,0.0017923940149625936,0.3215259859933653,0.2485740738624024,0.3226,0.7861,0.5267,2,FL
740,0.75,0.0,0.4894,0.586405529953917,0.30524050450796086,0.5152598599336528,0.20775658097774527,0.6724,0.4547,0.3771,3,FL
741,0.25,0.0,0.7167,0.4400921658986175,0.0013487914828313832,0.4523037228160708,0.20775658097774527,0.46545000000000003,0.0,0.5688,0,FL
742,0.5,0.0,0.7167,0.4400921658986175,0.009801218108574717,0.1421673424253594,0.20775658097774527,0.481,0.0588,0.4229,0,FL
743,0.75,0.5,0.7009,0.4147465437788018,0.002943362746978707,0.3215259859933653,0.19880667984957764,0.5366,0.5911,0.5142,2,FL
744,0.25,0.0,0.7167,0.4400921658986175,0.00368070209092653,0.44979727239218575,0.20775658097774527,0.46545000000000003,0.0,0.2054,0,FL
745,0.5,0.0,0.7167,0.4400921658986175,0.07788821216190293,0.261002580169554,0.20775658097774527,0.3813,0.3586,0.4909,0,FL
746,0.75,1.0,0.4829,0.4400921658986175,0.005826779205831575,0.3215259859933653,0.2739721330026175,0.1563,0.7803,0.6996,1,FL
747,0.75,0.5,0.7104,0.543778801843318,0.01296638212161903,0.3215259859933653,0.34040486015065097,0.6617,0.706,0.2341,2,FL
748,0.5,0.0,0.7167,0.4400921658986175,0.07703098024170343,0.42878732030962036,0.20775658097774527,0.2998,0.2507,0.3995,0,FL
749,0.75,0.5,0.2732,0.15668202764976957,0.0051673700364473435,0.3215259859933653,0.14127813275115159,0.2,0.8214,0.841,2,FL
750,0.75,0.5,0.7814,0.5299539170506913,0.027970938039516592,0.3215259859933653,0.3933612993930527,0.569,0.5962,0.3103,2,FL
751,0.75,0.0,0.45,0.32373271889400923,0.05290259927105314,0.43626981201621823,0.20775658097774527,0.4094,0.7476,0.6445,3,FL
752,0.75,0.0,0.4773,0.42972350230414746,0.14797741223863417,0.4855510504976041,0.20775658097774527,0.4105,0.3996,0.3999,3,FL
753,0.5,0.0,0.7167,0.4400921658986175,0.14997362363322464,0.27242904533726503,0.20775658097774527,0.346,0.3839,0.3871,3,FL
754,0.75,0.5,0.4987,0.49539170506912444,0.017018751198925763,0.3215259859933653,0.23921268302719262,0.6309,0.6073,0.2922,2,FL
755,0.5,0.5,0.5875,0.4539170506912442,0.00334500287742183,0.3215259859933653,0.21654645833095204,0.4978,0.6441,0.3729,2,FL
756,0.25,1.0,1.0,0.4400921658986175,0.0037766161519278726,0.3215259859933653,0.24039000080011888,0.46545000000000003,0.4515,0.3982,4,FL
757,0.25,1.0,1.0,0.4400921658986175,0.0030452714367926337,0.3215259859933653,0.2084995485043492,0.46545000000000003,0.5396,0.4658,4,FL
758,0.25,1.0,1.0,0.4400921658986175,0.002721561480913102,0.3215259859933653,0.2251305908306377,0.46545000000000003,0.4473,0.3784,4,FL
759,0.75,0.5,0.1336,0.2511520737327189,0.01237291386917322,0.3215259859933653,0.2150948140866643,0.3953,0.5668,0.3595,2,FL
760,0.75,0.5,0.6045,0.5610599078341014,0.019128860540955302,0.3215259859933653,0.34909186507709716,0.5437,0.459,0.2414,2,FL
761,0.25,1.0,0.7167,0.4400921658986175,0.0004076347592557069,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.7027,0.4324,4,FL
762,0.75,0.0,0.4304,0.5622119815668203,0.22919863802033377,0.44957611500184297,0.20775658097774527,0.5161,0.456,0.5809,3,FL
763,0.5,0.0,0.7167,0.4400921658986175,0.005778822175330904,0.449023221525986,0.20775658097774527,0.46545000000000003,0.1502,0.3144,0,FL
764,0.75,0.5,0.4159,0.4400921658986175,0.009093851908689814,0.3215259859933653,0.18757072479339787,0.3961,0.9209,0.8975,2,FL
765,0.25,1.0,0.7167,0.4400921658986175,0.03487675043161328,0.3215259859933653,0.47768239852778127,0.536,0.8098,0.7804,1,FL
766,0.25,1.0,0.7167,0.4400921658986175,0.00041962401688087474,0.3215259859933653,0.1763919210854184,0.46545000000000003,0.7232,0.6205,1,FL
767,0.75,0.5,0.4989,0.5023041474654378,0.014261221945137157,0.3215259859933653,0.24546504052030588,0.5816,0.655,0.3293,2,FL
768,0.75,0.0,0.5681,0.6290322580645161,0.1923436600805678,0.5389605602653889,0.20775658097774527,0.7688,0.465,0.3065,3,FL
769,0.25,1.0,0.7167,0.4400921658986175,0.025956742758488395,0.3215259859933653,0.1597037274109296,0.602,0.7045,0.7751,1,FL
770,0.5,1.0,0.7167,0.4400921658986175,0.0005934682524458086,0.3215259859933653,0.09712300113159669,0.1477,1.0,0.8968,1,FL
771,0.75,0.0,0.4655,0.6981566820276498,0.19390226357183962,0.4612237375598968,0.20775658097774527,0.8654,0.3506,0.3207,3,FL
772,0.25,1.0,0.7167,0.4400921658986175,0.010466621906771533,0.3215259859933653,0.2560951912855624,0.4213,0.7006,0.8336,1,FL
773,0.25,1.0,0.7167,0.4400921658986175,0.00016784960675234989,0.3215259859933653,0.07861739458433824,0.46545000000000003,0.0,0.9032,4,FL
774,0.75,1.0,0.7167,0.4400921658986175,0.1131785919815845,0.3215259859933653,0.3413307119914959,0.7835,0.7993,0.635,1,FL
775,0.25,0.0,0.7167,0.4400921658986175,0.004046374448494149,0.3259859933652783,0.20775658097774527,0.46545000000000003,0.0,0.39,0,FL
776,0.25,0.0,0.7167,0.4400921658986175,0.004256186456934587,0.0856247696277184,0.20775658097774527,0.46545000000000003,0.0,0.2769,0,FL
777,0.5,0.0,0.7167,0.4400921658986175,0.02183843276424324,0.18385551050497603,0.20775658097774527,0.3199,0.1821,0.4284,0,FL
778,0.5,1.0,0.7167,0.4400921658986175,0.0004076347592557069,0.3215259859933653,0.19559477408072057,0.46545000000000003,0.9615,0.4615,1,FL
779,0.5,0.0,0.7167,0.4400921658986175,0.14144926146173029,0.21035753778105418,0.20775658097774527,0.46545000000000003,0.5495,0.4309,3,FL
780,0.75,0.5,0.7167,0.4400921658986175,0.0011629579896412815,0.3215259859933653,0.11285105215632037,0.4,0.2533,0.5467,2,FL
781,0.25,1.0,0.7167,0.4400921658986175,0.0004376079033186265,0.3215259859933653,0.21682078480231348,0.46545000000000003,0.8262,1.0,1,FL
782,0.25,1.0,0.7167,0.4400921658986175,0.001037070784577019,0.3215259859933653,0.2264679323785248,0.46545000000000003,0.6678,0.474,4,FL
783,0.5,0.0,0.7167,0.4400921658986175,0.08388284097448687,0.06815333579063768,0.20775658097774527,0.4039,0.1298,0.399,0,FL
784,0.75,1.0,0.7167,0.4400921658986175,0.0028414540571647805,0.3215259859933653,0.19437173522923407,0.2564,0.8545,0.6545,1,FL
785,0.25,1.0,0.7167,0.4400921658986175,0.0015406196048340687,0.3215259859933653,0.17520317304285207,0.46545000000000003,0.6829,0.6736,1,FL
786,0.75,1.0,0.7167,0.4400921658986175,0.01898498944945329,0.3215259859933653,0.2921462617303142,0.3971,0.7453,0.5676,1,FL
787,0.5,1.0,0.8388,0.4400921658986175,0.0027755131402263573,0.3215259859933653,0.26454216054956736,0.3556,0.7737,0.6758,1,FL
788,0.75,0.5,0.4737,0.39631336405529954,0.02014195281028199,0.3215259859933653,0.24155588830340508,0.3821,0.5116,0.2938,2,FL
789,0.5,0.5,0.7167,0.4400921658986175,0.0026676098215998464,0.3215259859933653,0.1477248048281459,0.2381,0.8393,0.7778,1,FL
790,0.5,0.5,0.9331,0.4400921658986175,0.09464319969307501,0.3215259859933653,0.2611816612753895,0.571,0.6553,0.5957,2,FL
791,0.5,1.0,0.7167,0.4400921658986175,0.00368070209092653,0.3215259859933653,0.21749517071107707,0.46545000000000003,0.7429,0.7292,1,FL
792,0.25,1.0,0.7167,0.4400921658986175,0.001738442355649338,0.3215259859933653,0.09291666190405432,0.46545000000000003,0.759,0.7809,1,FL
793,0.5,0.0,0.7167,0.4400921658986175,0.013392000767312487,0.16594176188720974,0.20775658097774527,0.3389,0.1855,0.3895,0,FL
794,0.25,0.0,0.7167,0.4400921658986175,0.00381857855361596,0.308072244747512,0.20775658097774527,0.46545000000000003,0.0,0.3047,0,FL
795,0.5,0.0,0.7167,0.4400921658986175,0.021041147132169577,0.1406929598230741,0.20775658097774527,0.3477,0.0517,0.3116,0,FL
796,0.25,0.0,0.7167,0.4400921658986175,0.004226213312871667,0.2369701437523037,0.20775658097774527,0.46545000000000003,0.0,0.3076,0,FL
797,0.25,0.0,0.7167,0.4400921658986175,0.006096537502397852,0.472981938813122,0.20775658097774527,0.46545000000000003,0.0,0.4942,0,FL
798,0.25,0.0,0.7167,0.4400921658986175,0.005335219643199693,0.2551050497604128,0.20775658097774527,0.46545000000000003,0.0,0.1851,0,FL
799,0.25,1.0,0.7167,0.4400921658986175,0.0012528774218300402,0.3215259859933653,0.21663790048807252,0.46545000000000003,0.4103,0.5,4,FL
800,0.75,0.5,0.7167,0.4400921658986175,0.0030572606944178015,0.3215259859933653,0.22675368911952634,0.5,0.5313,0.5586,2,GA
801,0.5,0.0,0.7167,0.4400921658986175,0.05647539804335316,0.3741245853298931,0.20775658097774527,0.3477,0.3064,0.4631,0,FL
802,0.25,0.0,0.7167,0.4400921658986175,0.0075052752733550734,0.13162550681901952,0.20775658097774527,0.46545000000000003,0.0,0.3975,0,FL
803,0.25,1.0,0.7167,0.4400921658986175,0.0015226357183963169,0.3215259859933653,0.1688708036622584,0.46545000000000003,0.8295,0.8224,1,FL
804,0.25,0.0,0.7167,0.4400921658986175,0.0026736044504124304,0.24828603022484336,0.20775658097774527,0.46545000000000003,0.0,0.682,0,FL
805,0.75,0.5,0.9372,0.4412442396313364,0.0015406196048340687,0.3215259859933653,0.20775658097774527,0.46545000000000003,0.0,0.0,0,FL
806,0.25,0.0,0.7167,0.4400921658986175,0.006941780164972185,0.32959823074087724,0.20775658097774527,0.46545000000000003,0.0,0.2675,0,FL
807,0.5,0.0,0.7167,0.4400921658986175,0.3697726836754268,0.5361223737559897,0.20775658097774527,0.3183,0.0957,0.5161,0,FL
808,0.75,0.5,0.4044,0.7672811059907834,0.06741559562631882,0.3215259859933653,0.3464629030598832,0.8169,0.3559,0.1855,2,FL
809,0.25,0.0,0.7167,0.4400921658986175,0.00875215806637253,0.41249539255436785,0.20775658097774527,0.46545000000000003,0.0,0.1773,0,FL
810,0.25,1.0,0.7167,0.4400921658986175,0.0037826107807404567,0.3215259859933653,0.20735652154034315,0.46545000000000003,0.413,0.6907,4,FL
811,0.25,0.5,0.7805,0.4400921658986175,0.0011329848455783617,0.3215259859933653,0.22277595528478517,0.4731,0.4813,0.7383,4,FL
812,0.25,1.0,0.7167,0.4400921658986175,0.004603874928064454,0.3215259859933653,0.2338175957570839,0.46545000000000003,0.625,0.7922,1,FL
813,0.25,1.0,0.7167,0.4400921658986175,0.0005874736236332246,0.3215259859933653,0.13182529975882132,0.46545000000000003,0.4,0.4581,4,FL
814,0.25,1.0,0.7167,0.4400921658986175,0.004424036063686937,0.3215259859933653,0.2361493707636563,0.5137,0.7356,0.7333,1,FL
815,0.25,1.0,0.7167,0.4400921658986175,0.0009951083828889315,0.3215259859933653,0.174437344976968,0.46545000000000003,0.6239,0.4915,4,FL
816,0.5,0.0,0.7167,0.4400921658986175,0.0053831766737003645,0.12174714338370807,0.20775658097774527,0.46545000000000003,0.0,0.5626,0,FL
817,0.75,0.0,0.5343,0.5495391705069125,0.08396077114905046,0.4223737559896793,0.20775658097774527,0.4995,0.4242,0.348,3,FL
818,0.75,0.5,0.5093,0.3629032258064516,0.0036507289468636103,0.3215259859933653,0.17026529655834582,0.3525,0.5529,0.3379,2,FL
819,0.75,0.5,0.5746,0.4815668202764977,0.03029085938998657,0.3215259859933653,0.3190759770022975,0.4049,0.6118,0.4424,2,FL
820,0.5,0.0,0.7167,0.4400921658986175,0.0332641952810282,0.30567637301879835,0.20775658097774527,0.4052,0.0845,0.3149,0,FL
