,STABBR,PREDDEG,CONTROL,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,labels
269,CA,2,1,0.7167,1048.0,16784.0,5954.0,18259.0,0.46545000000000003,0.0446,0.2279,3
270,CA,1,3,0.7167,1048.0,167.0,8792.0,11184.0,0.46545000000000003,0.5784,0.5229,4
271,CA,1,2,1.0,1048.0,606.0,8792.0,25630.0,0.46545000000000003,0.6684,0.7058,2
272,CA,1,2,0.7167,1048.0,267.0,8792.0,14109.0,0.46545000000000003,0.4472,0.6607,4
273,CA,1,2,0.7167,1048.0,345.0,8792.0,12906.0,0.46545000000000003,0.3681,0.6319,4
275,CA,1,2,0.7167,1048.0,103.0,8792.0,12322.0,0.46545000000000003,0.4128,0.7046,4
276,CA,1,2,0.7167,1048.0,88.0,8792.0,11479.0,0.46545000000000003,0.0791,0.386,3
277,CA,1,2,0.7167,1048.0,104.0,8792.0,4571.0,0.46545000000000003,0.0809,0.4669,3
278,CA,1,2,0.7167,1048.0,65.0,8792.0,12479.0,0.46545000000000003,0.0577,0.4167,3
279,CA,2,1,0.7167,1048.0,20011.0,3155.0,18259.0,0.46545000000000003,0.0441,0.4706,3
280,CA,2,1,0.7167,1048.0,4029.0,5413.0,18259.0,0.46545000000000003,0.0,0.1763,3
281,CA,2,1,0.7167,1048.0,12082.0,5504.0,18259.0,0.46545000000000003,0.0212,0.2546,3
282,CA,2,1,0.7167,1048.0,17217.0,7933.0,18259.0,0.46545000000000003,0.0,0.3683,3
283,CA,3,2,0.4471,1208.0,5940.0,8792.0,33821.0,0.761,0.6536,0.2035,1
284,CA,2,2,0.8889,735.0,83.0,8792.0,22741.0,0.46545000000000003,0.7407,0.5185,1
285,CA,3,2,0.9119,1020.0,1916.0,8792.0,25416.0,0.6256,0.6231,0.2503,1
286,CA,3,2,0.492,986.0,889.0,8792.0,25314.0,0.4125,0.8793,0.6475,1
288,CA,2,1,0.7167,1048.0,11494.0,2185.0,18259.0,0.46545000000000003,0.0307,0.3254,3
289,CA,1,3,0.7167,1048.0,96.0,8792.0,8665.0,0.46545000000000003,0.0,0.3247,4
290,CA,1,1,0.7167,1048.0,24662.0,3696.0,18259.0,0.46545000000000003,0.0399,0.2581,3
292,CA,3,2,0.1173,1397.0,1311.0,8792.0,22957.0,0.9254,0.0862,0.1163,1
293,CA,1,3,0.7167,1048.0,354.0,8792.0,18388.0,0.46545000000000003,0.6462,0.7094,2
294,CA,1,1,0.7167,1048.0,608.0,12685.0,18259.0,0.46545000000000003,0.0,0.1237,3
295,CA,2,1,0.7167,1048.0,8999.0,5379.0,18259.0,0.46545000000000003,0.0547,0.1754,3
296,CA,3,3,0.7784,1048.0,457.0,8792.0,22831.0,0.3125,0.6292,0.399,2
297,CA,2,2,1.0,1048.0,532.0,8792.0,26043.0,0.5116,0.6057,0.4873,1
298,CA,1,3,0.7167,1048.0,40.0,8792.0,18259.0,0.46545000000000003,0.1389,0.1528,4
300,CA,2,1,0.7167,1048.0,2425.0,6540.0,18259.0,0.46545000000000003,0.0,0.2883,3
301,CA,3,2,0.548,1048.0,314.0,8792.0,25614.0,0.4912,0.7604,0.4847,1
302,CA,2,1,0.7167,1048.0,6846.0,6723.0,18259.0,0.46545000000000003,0.0123,0.2272,3
303,CA,2,1,0.7167,1048.0,5468.0,9257.0,18259.0,0.46545000000000003,0.0275,0.2864,3
304,CA,2,1,0.7167,1048.0,12852.0,7626.0,18259.0,0.46545000000000003,0.0516,0.2425,3
305,CA,2,1,0.7167,1048.0,4716.0,10675.0,18259.0,0.46545000000000003,0.0,0.2019,3
306,CA,2,1,0.7167,1048.0,7964.0,9873.0,18259.0,0.46545000000000003,0.0489,0.1684,3
307,CA,2,1,0.7167,1048.0,7778.0,1822.0,18259.0,0.46545000000000003,0.0146,0.2596,3
308,CA,2,1,0.7167,1048.0,14923.0,4265.0,18259.0,0.46545000000000003,0.0263,0.2652,3
309,CA,2,1,0.7167,1048.0,20496.0,4177.0,18259.0,0.46545000000000003,0.0421,0.1589,3
310,CA,1,3,0.7167,1048.0,1330.0,8792.0,15330.0,0.46545000000000003,0.7489,0.7481,2
311,CA,1,3,0.7167,1048.0,229.0,8792.0,12128.0,0.46545000000000003,0.5229,0.5429,4
312,CA,1,2,0.6667,1048.0,14.0,8792.0,18259.0,0.46545000000000003,0.0,0.0,3
313,CA,2,1,0.7167,1048.0,8330.0,7943.0,18259.0,0.46545000000000003,0.0418,0.4542,3
314,CA,3,3,0.7167,1048.0,181.0,8792.0,23265.0,0.6667,0.7402,0.5784,2
315,CA,1,1,0.7167,1048.0,18566.0,8623.0,18259.0,0.46545000000000003,0.0108,0.1388,3
316,CA,3,2,0.7752,1057.0,1567.0,8792.0,32053.0,0.5387,0.8516,0.3232,1
318,CA,1,1,0.7167,1048.0,33439.0,8881.0,18259.0,0.46545000000000003,0.014,0.2731,3
319,CA,1,3,0.7167,1048.0,566.0,8792.0,16144.0,0.46545000000000003,0.7452,0.6944,2
320,CA,2,1,0.7167,1048.0,22222.0,10072.0,18259.0,0.46545000000000003,0.0115,0.2575,3
321,CA,1,3,0.7167,1048.0,205.0,8792.0,29944.0,0.46545000000000003,0.7413,0.6567,2
322,CA,1,3,0.7167,1048.0,397.0,8792.0,14776.0,0.46545000000000003,0.7041,0.7678,2
323,CA,1,3,0.7167,1048.0,254.0,8792.0,16017.0,0.46545000000000003,0.7879,0.7462,2
324,CA,4,3,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
325,CA,1,3,0.7167,1048.0,412.0,8792.0,15861.0,0.46545000000000003,0.5371,0.3192,4
326,CA,2,1,0.7167,1048.0,7472.0,8192.0,18259.0,0.46545000000000003,0.0219,0.3153,3
327,CA,2,3,0.5979,1048.0,3459.0,8792.0,38960.0,0.6196,0.596,0.3179,4
328,CA,2,3,0.5979,1048.0,637.0,8792.0,36184.0,0.5667,0.6253,0.3533,4
329,CA,2,3,0.5979,1048.0,214.0,8792.0,33234.0,0.46545000000000003,0.7201,0.4642,2
330,CA,2,1,0.7167,1048.0,1444.0,9405.0,18259.0,0.46545000000000003,0.2141,0.3208,3
331,CA,1,3,0.7167,1048.0,246.0,8792.0,17151.0,0.46545000000000003,0.6104,0.603,4
334,CA,1,3,0.7167,1048.0,47.0,8792.0,7304.0,0.46545000000000003,0.0,0.019,4
335,CA,2,1,0.7167,1048.0,13362.0,4743.0,18259.0,0.46545000000000003,0.0413,0.0864,3
337,CA,1,3,0.7167,1048.0,83.0,8792.0,8377.0,0.46545000000000003,0.0,0.6726,4
338,CA,2,1,0.7167,1048.0,18888.0,4947.0,18259.0,0.46545000000000003,0.0329,0.3821,3
339,CA,3,2,0.7844,979.0,2496.0,8792.0,15403.0,0.5412,0.6928,0.5761,1
341,CA,2,1,0.7167,1048.0,22295.0,4476.0,18259.0,0.46545000000000003,0.0235,0.2486,3
342,CA,2,1,0.7167,1048.0,5267.0,5953.0,18259.0,0.46545000000000003,0.0319,0.2332,3
343,CA,1,2,0.7167,1048.0,192.0,8792.0,30560.0,0.46545000000000003,0.1995,0.0933,3
344,CA,2,1,0.7167,1048.0,14102.0,2861.0,18259.0,0.46545000000000003,0.0367,0.4099,3
345,CA,1,3,1.0,1048.0,293.0,8792.0,17305.0,0.46545000000000003,0.9294,0.6698,2
346,CA,3,2,0.7167,1048.0,470.0,8792.0,18259.0,0.46545000000000003,0.5912,0.3474,1
347,CA,1,1,0.7167,1048.0,11689.0,10198.0,18259.0,0.46545000000000003,0.028,0.2768,3
349,CA,2,1,0.7167,1048.0,17042.0,2288.0,18259.0,0.46545000000000003,0.0256,0.2278,3
350,CA,1,3,0.7167,1048.0,30.0,8792.0,11066.0,0.46545000000000003,0.6111,0.7593,2
351,CA,2,1,0.7167,1048.0,8829.0,8661.0,18259.0,0.46545000000000003,0.0,0.3227,3
352,CA,3,2,0.1817,1483.0,803.0,8792.0,24311.0,0.9082,0.4413,0.1314,1
353,CA,2,3,0.7167,1048.0,1146.0,8792.0,19094.0,0.46545000000000003,0.7595,0.7893,2
354,CA,2,3,0.7167,1048.0,1791.0,8792.0,16916.0,0.46545000000000003,0.815,0.8886,2
355,CA,2,3,0.7167,1048.0,1668.0,8792.0,17689.0,0.46545000000000003,0.8001,0.7587,2
356,CA,2,3,0.7167,1048.0,1070.0,8792.0,17940.0,0.46545000000000003,0.778,0.7369,2
357,CA,2,3,0.7167,1048.0,1502.0,8792.0,17666.0,0.46545000000000003,0.8038,0.7608,2
358,CA,1,3,0.7167,1048.0,126.0,8792.0,11719.0,0.46545000000000003,0.0,0.7098,4
359,CA,3,2,0.5668,910.0,800.0,8792.0,27303.0,0.3548,0.8124,0.4618,1
361,CA,3,1,0.8018,1008.0,7748.0,14715.0,18259.0,0.4004,0.605,0.5162,0
362,CA,3,2,0.7167,1048.0,757.0,8792.0,14877.0,0.931,0.922,0.755,1
363,CA,2,1,0.7167,1048.0,6663.0,2916.0,18259.0,0.46545000000000003,0.0,0.562,3
364,CA,1,3,0.7167,1048.0,173.0,8792.0,22546.0,0.46545000000000003,0.8808,0.8808,2
365,CA,1,3,0.7167,1048.0,293.0,8792.0,18259.0,0.46545000000000003,0.3628,0.164,4
366,CA,1,3,0.7167,1048.0,268.0,8792.0,14262.0,0.46545000000000003,0.6614,0.6005,2
367,CA,1,1,0.7167,1048.0,11725.0,10437.0,18259.0,0.46545000000000003,0.0148,0.125,3
368,CA,2,3,0.8388,1048.0,1209.0,8792.0,23139.0,0.2704,0.587,0.6058,2
369,CA,2,3,0.8388,1048.0,534.0,8792.0,21613.0,0.3874,0.8027,0.7605,2
370,CA,2,3,0.8388,1048.0,823.0,8792.0,22434.0,0.3663,0.8164,0.7235,2
371,CA,1,3,0.7167,1048.0,184.0,8792.0,24926.0,0.46545000000000003,0.6181,0.5243,4
372,CA,3,2,0.7167,1048.0,271.0,8792.0,18259.0,0.46545000000000003,0.8618,0.5127,1
373,CA,3,2,0.59,1048.0,109.0,8792.0,39799.0,0.8125,0.35,0.3071,1
374,CA,2,1,0.7167,1048.0,12081.0,3813.0,18259.0,0.46545000000000003,0.0008,0.3128,3
375,CA,3,2,0.7482,930.0,475.0,8792.0,16827.0,0.5111,0.5427,0.3942,1
376,CA,3,3,0.7167,1048.0,1869.0,8792.0,24859.0,0.4254,0.6776,0.6185,2
377,CA,3,2,0.3895,1035.0,5128.0,8792.0,20847.0,0.5928,0.6816,0.4647,1
378,CA,3,2,0.4327,1048.0,514.0,8792.0,34762.0,0.6333,0.7177,0.4114,1
379,CA,2,1,0.7167,1048.0,2155.0,4811.0,18259.0,0.46545000000000003,0.0,0.2235,3
380,CA,1,3,0.7167,1048.0,93.0,8792.0,13466.0,0.46545000000000003,0.5617,0.5432,4
381,CA,2,1,0.7167,1048.0,10140.0,8246.0,18259.0,0.46545000000000003,0.0169,0.2256,3
382,CA,2,1,0.7167,1048.0,2290.0,7800.0,18259.0,0.46545000000000003,0.0559,0.2011,3
384,CA,2,2,0.7167,1048.0,97.0,8792.0,15577.0,0.7576,0.7368,0.3684,1
385,CA,3,2,0.7167,1048.0,68.0,8792.0,18259.0,0.0,0.8642,0.2469,1
386,CA,3,2,0.4677,926.0,2060.0,8792.0,22680.0,0.4918,0.6943,0.4819,1
387,CA,3,2,0.7167,1048.0,1101.0,8792.0,18259.0,0.46545000000000003,0.6732,0.2904,1
388,CA,1,1,0.7167,1048.0,22475.0,4732.0,18259.0,0.46545000000000003,0.0599,0.4402,3
389,CA,4,2,0.7167,1048.0,0.0,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
390,CA,2,1,0.7167,1048.0,8719.0,8346.0,18259.0,0.46545000000000003,0.0146,0.3478,3
391,CA,2,1,0.7167,1048.0,17528.0,8147.0,18259.0,0.46545000000000003,0.059,0.3373,3
392,CA,2,1,0.7167,1048.0,6129.0,6063.0,18259.0,0.46545000000000003,0.0334,0.3783,3
393,CA,1,1,0.7167,1048.0,12033.0,5074.0,18259.0,0.46545000000000003,0.0563,0.371,3
394,CA,1,1,0.7167,1048.0,16111.0,7511.0,18259.0,0.46545000000000003,0.049,0.3189,3
395,CA,3,2,0.6137,1104.0,1112.0,8792.0,24711.0,0.5362,0.5335,0.3051,1
396,CA,2,1,0.7167,1048.0,16485.0,5435.0,18259.0,0.46545000000000003,0.0516,0.3279,3
397,CA,2,1,0.7167,1048.0,182.0,8792.0,18259.0,0.46545000000000003,0.4787,0.3744,0
398,CA,2,1,0.7167,1048.0,7931.0,7405.0,18259.0,0.46545000000000003,0.0352,0.3372,3
399,CA,2,1,0.7167,1048.0,7502.0,8387.0,18259.0,0.46545000000000003,0.0089,0.2708,3
400,CA,3,3,0.7167,1048.0,1304.0,8792.0,27686.0,0.3604,0.8111,0.5993,2
401,CA,3,2,0.5412,1202.0,6087.0,8792.0,34879.0,0.7583,0.4747,0.1923,1
402,CA,1,3,0.7167,1048.0,186.0,8792.0,10643.0,0.46545000000000003,0.6735,0.6403,2
403,CA,1,3,0.7167,1048.0,67.0,8792.0,13061.0,0.46545000000000003,0.0,0.0519,4
404,CA,1,3,0.7167,1048.0,36.0,8792.0,9582.0,0.46545000000000003,0.0,0.1176,4
405,CA,1,3,0.7167,1048.0,56.0,8792.0,8337.0,0.46545000000000003,0.2719,0.4474,4
406,CA,1,3,0.7167,1048.0,126.0,8792.0,10440.0,0.46545000000000003,0.4903,0.3835,4
407,CA,1,3,0.7167,1048.0,138.0,8792.0,18103.0,0.46545000000000003,1.0,1.0,2
408,CA,1,3,0.7167,1048.0,594.0,8792.0,12836.0,0.46545000000000003,0.7254,0.6539,2
409,CA,1,3,0.7167,1048.0,520.0,8792.0,25313.0,0.46545000000000003,0.5922,0.5732,4
410,CA,1,3,0.7167,1048.0,1335.0,8792.0,24723.0,0.46545000000000003,0.3786,0.3635,4
411,CA,1,3,0.7167,1048.0,890.0,8792.0,25211.0,0.46545000000000003,0.3405,0.3456,4
412,CA,2,1,0.7167,1048.0,5040.0,8298.0,18259.0,0.46545000000000003,0.0921,0.2458,3
413,CA,1,3,0.7167,1048.0,2405.0,8792.0,15689.0,0.46545000000000003,0.7781,0.759,2
414,CA,2,2,0.7167,1048.0,1033.0,8792.0,22646.0,0.3144,0.5694,0.4056,1
415,CA,2,1,0.7167,1048.0,3130.0,8453.0,18259.0,0.46545000000000003,0.0581,0.3577,3
416,CA,3,2,0.3705,1001.0,742.0,8792.0,25918.0,0.4076,0.591,0.3333,1
417,CA,2,1,0.7167,1048.0,9163.0,3034.0,18259.0,0.46545000000000003,0.0,0.4734,3
418,CA,2,1,0.7167,1048.0,5435.0,10104.0,18259.0,0.46545000000000003,0.0417,0.2235,3
419,CA,3,2,0.6798,1151.0,974.0,8792.0,25539.0,0.6142,0.7279,0.4674,1
420,CA,1,1,0.7167,1048.0,13846.0,3451.0,18259.0,0.46545000000000003,0.0165,0.1202,3
421,CA,1,3,0.7167,1048.0,616.0,8792.0,16537.0,0.46545000000000003,0.7322,0.7229,2
422,CA,2,1,0.7167,1048.0,7467.0,8096.0,18259.0,0.46545000000000003,0.0078,0.2534,3
423,CA,1,3,0.7167,1048.0,48.0,8792.0,10672.0,0.46545000000000003,0.6056,0.8451,2
424,CA,1,3,0.7167,1048.0,786.0,8792.0,22315.0,0.46545000000000003,0.4754,0.4352,4
425,CA,2,1,0.7167,1048.0,15904.0,6864.0,18259.0,0.46545000000000003,0.0,0.3901,3
426,CA,1,3,0.7167,1048.0,76.0,8792.0,8506.0,0.46545000000000003,0.9528,0.9685,2
427,CA,3,2,0.1716,1391.0,22.0,8792.0,18259.0,0.46545000000000003,0.5909,0.3636,1
428,CA,2,1,0.7167,1048.0,8781.0,6330.0,18259.0,0.46545000000000003,0.0239,0.1298,3
429,CA,2,1,0.7167,1048.0,13437.0,2770.0,18259.0,0.46545000000000003,0.0281,0.1756,3
430,CA,2,1,0.7167,1048.0,25800.0,3101.0,18259.0,0.46545000000000003,0.0159,0.3862,3
431,CA,3,2,0.7409,928.0,2617.0,8792.0,26170.0,0.6379,0.9203,0.5875,1
432,CA,2,1,0.7167,1048.0,13324.0,6428.0,18259.0,0.46545000000000003,0.0,0.3641,3
433,CA,1,3,0.7167,1048.0,105.0,8792.0,30702.0,0.46545000000000003,0.5813,0.5625,4
434,CA,1,3,0.9888,1048.0,1166.0,8792.0,35680.0,0.537,0.4627,0.309,4
435,CA,2,1,0.7167,1048.0,5707.0,9327.0,18259.0,0.46545000000000003,0.0199,0.2667,3
436,CA,1,3,0.7167,1048.0,267.0,8792.0,26600.0,0.46545000000000003,0.5127,0.6667,4
437,CA,1,3,0.7167,1048.0,696.0,8792.0,22255.0,0.46545000000000003,0.6366,0.6896,2
438,CA,1,3,0.7167,1048.0,232.0,8792.0,23709.0,0.46545000000000003,0.5699,0.7742,2
439,CA,1,3,0.7167,1048.0,172.0,8792.0,24919.0,0.46545000000000003,0.4926,0.6337,4
440,CA,1,3,0.7167,1048.0,494.0,8792.0,27819.0,0.46545000000000003,0.6356,0.8229,2
441,CA,1,3,0.7167,1048.0,561.0,8792.0,25860.0,0.46545000000000003,0.6473,0.8032,2
442,CA,1,3,0.7167,1048.0,747.0,8792.0,24927.0,0.46545000000000003,0.5201,0.7454,2
443,CA,3,3,0.7167,1048.0,434.0,8792.0,16413.0,0.4565,0.482,0.598,2
444,CA,1,3,0.7167,1048.0,764.0,8792.0,23829.0,0.46545000000000003,0.792,0.5943,2
445,CA,3,2,0.7167,1048.0,9788.0,8792.0,22000.0,0.3125,0.3903,0.2681,1
446,CA,3,3,0.7949,1048.0,375.0,8792.0,35550.0,0.35,0.7404,0.6144,2
447,CA,1,3,0.7167,1048.0,153.0,8792.0,9167.0,0.46545000000000003,0.4857,0.5175,4
448,CA,1,3,0.7167,1048.0,275.0,8792.0,14768.0,0.46545000000000003,0.5081,0.7216,4
449,CA,1,3,1.0,1048.0,280.0,8792.0,20043.0,0.46545000000000003,0.9251,0.8522,2
450,CA,1,3,1.0,1048.0,550.0,8792.0,19258.0,0.46545000000000003,0.923,0.5821,2
451,CA,1,3,1.0,1048.0,193.0,8792.0,18434.0,0.46545000000000003,0.9191,0.8613,2
452,CA,3,2,0.872,972.0,1209.0,8792.0,26022.0,0.4792,0.672,0.4201,1
453,CA,3,2,0.4239,1303.0,2101.0,8792.0,24392.0,0.8777,0.5333,0.2131,1
454,CA,1,3,0.7167,1048.0,70.0,8792.0,9535.0,0.46545000000000003,0.5207,0.4545,4
455,CA,2,1,0.7167,1048.0,9184.0,10029.0,18259.0,0.46545000000000003,0.0155,0.1612,3
456,CA,2,1,0.7167,1048.0,20521.0,9798.0,18259.0,0.46545000000000003,0.02,0.1957,3
457,CA,3,2,0.4628,1002.0,1029.0,8792.0,31146.0,0.5731,0.629,0.4851,1
458,CA,2,1,0.7167,1048.0,6450.0,3856.0,18259.0,0.46545000000000003,0.0,0.3531,3
459,CA,3,2,0.4681,951.0,872.0,8792.0,23811.0,0.4508,0.7576,0.4989,1
460,CA,1,3,1.0,1048.0,895.0,8792.0,20344.0,0.46545000000000003,0.4139,0.3776,4
461,CA,3,2,0.7167,1048.0,191.0,8792.0,18259.0,0.46545000000000003,0.6235,0.4588,1
463,CA,3,2,0.7167,1048.0,415.0,8792.0,18259.0,0.46545000000000003,0.8636,0.639,1
465,CA,3,2,0.7167,1048.0,14.0,8792.0,30753.0,1.0,0.1053,0.1053,1
466,CA,3,2,0.5055,1017.0,1601.0,8792.0,22809.0,0.4452,0.8453,0.4393,1
467,CA,3,2,0.7265,1172.0,3869.0,8792.0,30318.0,0.5669,0.6292,0.4011,1
468,CA,1,1,0.7167,1048.0,2946.0,7114.0,18259.0,0.46545000000000003,0.0,0.1148,3
469,CA,1,1,0.7167,1048.0,22535.0,5334.0,18259.0,0.46545000000000003,0.0162,0.1577,3
470,CA,1,3,0.7167,1048.0,99.0,8792.0,9908.0,0.46545000000000003,0.0,0.2268,4
471,CA,2,1,0.7167,1048.0,23437.0,5718.0,18259.0,0.46545000000000003,0.0126,0.2808,3
472,CA,3,2,0.3734,1235.0,3516.0,8792.0,24446.0,0.8043,0.4412,0.2076,1
473,CA,3,2,0.1451,1048.0,1081.0,8792.0,25807.0,0.8214,0.3625,0.1614,1
474,CA,2,3,0.7167,1048.0,369.0,8792.0,35757.0,0.7273,0.4213,0.4649,4
475,CA,3,2,0.6654,1155.0,2543.0,8792.0,29865.0,0.7208,0.641,0.2712,1
476,CA,3,2,0.1392,1454.0,1587.0,8792.0,12557.0,0.9573,0.1525,0.1686,1
477,CA,2,1,0.7167,1048.0,3339.0,2954.0,18259.0,0.46545000000000003,0.0,0.5259,3
478,CA,3,3,0.7167,1048.0,571.0,8792.0,24954.0,0.5974,0.8134,0.8437,2
479,CA,1,3,0.7167,1048.0,108.0,8792.0,11432.0,0.46545000000000003,0.4921,0.7831,4
480,CA,2,1,0.7167,1048.0,25559.0,2608.0,18259.0,0.46545000000000003,0.007,0.1035,3
482,CA,1,3,0.7167,1048.0,71.0,8792.0,9762.0,0.46545000000000003,0.0,0.7043,4
483,CA,3,2,0.672,1135.0,3462.0,8792.0,25057.0,0.7295,0.6347,0.2497,1
484,CA,2,1,0.7167,1048.0,2585.0,4547.0,18259.0,0.46545000000000003,0.0599,0.3874,3
485,CA,1,3,0.7167,1048.0,228.0,8792.0,10747.0,0.46545000000000003,0.5154,0.5256,4
486,CA,1,3,0.7167,1048.0,129.0,8792.0,11333.0,0.46545000000000003,0.7429,0.7333,2
487,CA,2,1,0.7167,1048.0,14709.0,5375.0,18259.0,0.46545000000000003,0.0082,0.2916,3
488,CA,2,1,0.7167,1048.0,16243.0,6696.0,18259.0,0.46545000000000003,0.0265,0.3218,3
489,CA,3,3,0.7167,1048.0,168.0,8792.0,23000.0,0.46545000000000003,0.7945,0.637,2
490,CA,1,3,0.7167,1048.0,210.0,8792.0,10291.0,0.46545000000000003,0.0,0.3117,4
491,CA,4,2,0.7167,1048.0,9.0,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
492,CA,2,1,0.7167,1048.0,21765.0,6529.0,18259.0,0.46545000000000003,0.0554,0.2649,3
493,CA,1,1,0.7167,1048.0,19229.0,9056.0,18259.0,0.46545000000000003,0.0195,0.1401,3
494,CA,3,2,0.7167,1048.0,506.0,8792.0,18259.0,0.46545000000000003,0.8545,0.2003,1
495,CA,2,1,0.7167,1048.0,14054.0,6054.0,18259.0,0.46545000000000003,0.0567,0.3363,3
496,CA,2,3,1.0,1048.0,230.0,8792.0,23374.0,0.46545000000000003,0.4845,0.4109,4
497,CA,2,1,0.7167,1048.0,21314.0,6824.0,18259.0,0.46545000000000003,0.0284,0.1864,3
498,CA,2,1,0.7167,1048.0,10709.0,6109.0,18259.0,0.46545000000000003,0.0274,0.1959,3
499,CA,3,1,0.3133,1084.0,26625.0,11724.0,18259.0,0.6616,0.3828,0.3956,0
500,CA,3,2,0.4885,1228.0,5573.0,8792.0,31593.0,0.7502,0.4259,0.1807,1
501,CA,3,2,0.8269,1061.0,468.0,8792.0,41414.0,0.2881,1.0,0.3267,1
502,CA,3,2,0.3986,1048.0,172.0,8792.0,28174.0,0.6852,0.5806,0.3333,1
503,CA,3,1,0.6379,998.0,25271.0,14235.0,18259.0,0.455,0.3997,0.4239,0
505,CA,3,2,0.6129,1161.0,6308.0,8792.0,31915.0,0.6901,0.5115,0.2625,1
507,CA,2,1,0.7167,1048.0,15393.0,8630.0,18259.0,0.46545000000000003,0.0701,0.4061,3
508,CA,2,3,0.7167,1048.0,1616.0,8792.0,22770.0,0.46545000000000003,0.9593,0.8828,2
509,CA,2,3,0.7167,1048.0,642.0,8792.0,18274.0,0.46545000000000003,0.9614,0.8815,2
510,CA,3,2,0.6929,1039.0,1029.0,8792.0,18601.0,0.5614,0.8951,0.4743,1
511,CA,2,1,0.7167,1048.0,7960.0,9196.0,18259.0,0.46545000000000003,0.0239,0.197,3
512,CA,3,1,0.6347,1030.0,25723.0,13794.0,18259.0,0.4809,0.3548,0.3955,0
513,CA,1,1,0.7167,1048.0,8378.0,5819.0,18259.0,0.46545000000000003,0.0103,0.1569,3
514,CA,2,3,0.7167,1048.0,543.0,8792.0,17465.0,0.6684,0.79,0.7083,2
515,CA,3,3,0.7167,1048.0,661.0,8792.0,25008.0,0.35,0.8656,0.7521,2
516,CA,1,3,0.7167,1048.0,188.0,8792.0,16570.0,0.7576,0.8037,0.6758,2
517,CA,2,1,0.7167,1048.0,16042.0,9940.0,18259.0,0.46545000000000003,0.1001,0.2191,3
518,CA,3,2,0.5122,1294.0,5404.0,8792.0,34956.0,0.8401,0.3726,0.1389,1
519,CA,1,1,0.7167,1048.0,27747.0,6443.0,18259.0,0.46545000000000003,0.0148,0.2503,3
520,CA,1,1,0.7167,1048.0,19533.0,6979.0,18259.0,0.46545000000000003,0.0219,0.1814,3
522,CA,3,2,0.357,1364.0,980.0,8792.0,26057.0,0.8414,0.3683,0.1323,1
523,CA,1,3,0.7167,1048.0,1199.0,8792.0,19612.0,0.46545000000000003,0.5571,0.6554,4
524,CA,2,1,0.7167,1048.0,9747.0,1915.0,18259.0,0.46545000000000003,0.0195,0.4431,3
525,CA,3,2,1.0,1048.0,45.0,8792.0,19193.0,0.3125,0.3585,0.7925,1
526,CA,2,1,0.7167,1048.0,7358.0,4832.0,18259.0,0.46545000000000003,0.0773,0.4085,3
527,CA,2,1,0.7167,1048.0,17195.0,7601.0,18259.0,0.46545000000000003,0.0697,0.3146,3
528,CA,1,3,0.7167,1048.0,181.0,8792.0,4229.0,0.46545000000000003,0.0,0.4075,4
529,CA,1,3,0.7167,1048.0,137.0,8792.0,21249.0,0.46545000000000003,0.7255,0.6797,2
530,CA,4,2,0.9372,1049.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
531,CA,3,2,0.555,1030.0,1024.0,8792.0,17760.0,0.4724,0.9457,0.5635,1
532,CA,2,1,0.7167,1048.0,2168.0,7860.0,18259.0,0.46545000000000003,0.1916,0.3861,3
533,CA,1,1,0.7167,1048.0,1032.0,2435.0,18259.0,0.46545000000000003,0.2544,0.8903,3
534,CA,2,1,0.7167,1048.0,8859.0,4229.0,18259.0,0.46545000000000003,0.0118,0.2267,3
535,CA,2,1,0.7167,1048.0,11057.0,6464.0,18259.0,0.46545000000000003,0.0006,0.3056,3
536,CA,3,2,0.6947,1115.0,3039.0,8792.0,33876.0,0.675,0.5307,0.3267,1
537,CA,2,1,0.7167,1048.0,8341.0,7255.0,18259.0,0.46545000000000003,0.0367,0.2519,3
538,CA,3,1,0.8186,1006.0,8321.0,17350.0,18259.0,0.5392,0.4143,0.2968,0
539,CA,1,3,0.7167,1048.0,147.0,8792.0,29338.0,0.46545000000000003,0.8783,0.7664,2
540,CA,3,2,0.7167,1048.0,125.0,8792.0,18259.0,0.46545000000000003,0.2846,0.3385,1
541,CA,1,3,0.7167,1048.0,374.0,8792.0,18648.0,0.46545000000000003,0.8204,0.625,2
542,CA,3,2,0.6977,980.0,2057.0,8792.0,22491.0,0.5232,0.7302,0.3797,1
543,CA,1,3,1.0,1048.0,898.0,8792.0,27175.0,0.46545000000000003,0.6911,0.6369,2
544,CA,2,1,0.7167,1048.0,17611.0,4463.0,18259.0,0.46545000000000003,0.0184,0.2734,3
547,CA,3,2,0.8667,1137.0,237.0,8792.0,38498.0,0.5,0.5472,0.4906,1
548,CA,3,2,0.1984,1380.0,18087.0,8792.0,28352.0,0.9117,0.3826,0.2308,1
550,CA,2,1,0.7167,1048.0,5047.0,6025.0,18259.0,0.46545000000000003,0.0,0.1759,3
552,CA,3,2,0.7921,1243.0,366.0,8792.0,20155.0,0.7955,0.7486,0.3568,1
